sample,org,dataset,gpair,phylum,left_tpm_raw,junc_tpm_raw
SRR12313819_42_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,20522.068338505098,11194.710426648398
SRR12313823_43_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,20870.979405846094,11870.534590124269
SRR12313824_44_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,21031.823035554688,12573.98306798313
SRR12313825_45_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,24353.24012138985,14481.190447477307
SRR12313826_46_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,25112.148973751067,14934.067226459938
SRR12313827_47_DM,Drosophila_melanogaster,DM_polya,13,Arthropoda,27692.91817888878,14054.927865746587
SRR12313828_48_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,22984.14673877098,16341.267257658797
SRR12313829_49_DM,Drosophila_melanogaster,DM_polya,14,Arthropoda,23737.278257066144,16565.049503816594
SRR12507556_3_OB,Octopus_bimaculoides,OB_cdna,12,Mollusca,12561.96169036485,8173.129780340777
SRR12507557_4_OB,Octopus_bimaculoides,OB_cdna,12,Mollusca,12993.735184534995,7011.261069586257
SRR12507558_5_OB,Octopus_bimaculoides,OB_cdna,12,Mollusca,20050.887244266436,6459.040488022616
SRR12507560_7_OB,Octopus_bimaculoides,OB_cdna,10,Mollusca,15398.596399745606,4222.2527000609125
SRR12507562_9_OB,Octopus_bimaculoides,OB_cdna,12,Mollusca,18736.71532280848,15602.152216453003
SRR12507565_12_OB,Octopus_bimaculoides,OB_cdna,12,Mollusca,13404.252395039353,8157.761721959622
SRR12507566_13_OB,Octopus_bimaculoides,OB_cdna,12,Mollusca,19822.160686705174,7188.28089077072
SRR1257338_0_AG,Aphis_gossypii,AGos_transc4,14,Arthropoda,2343.625787401884,3265.473410721142
SRR1257339_1_AG,Aphis_gossypii,AGos_transc4,14,Arthropoda,4719.173122945577,9386.681395323554
SRR1257340_2_AG,Aphis_gossypii,AGos_transc4,14,Arthropoda,3941.712544252384,5799.334698468148
SRR1259381_0_DM,Drosophila_melanogaster,diff_temps_DM,11,Arthropoda,89517.72976132367,6774.34013855264
SRR1259383_2_DM,Drosophila_melanogaster,diff_temps_DM,14,Arthropoda,7142.099575843244,2197.8254898533423
SRR1259386_5_DM,Drosophila_melanogaster,diff_temps_DM,14,Arthropoda,6689.577510289995,2585.187198025311
SRR1259388_7_DM,Drosophila_melanogaster,diff_temps_DM,11,Arthropoda,63563.03375538287,4541.828541488457
SRR1259390_9_DM,Drosophila_melanogaster,diff_temps_DM,11,Arthropoda,52083.0039160306,3804.1914489873807
SRR1259392_11_DM,Drosophila_melanogaster,diff_temps_DM,14,Arthropoda,8244.908125779244,3059.96129660978
SRR1259395_14_DM,Drosophila_melanogaster,diff_temps_DM,12,Arthropoda,24495.609904883728,1883.865428469472
SRR1259401_20_DM,Drosophila_melanogaster,diff_temps_DM,11,Arthropoda,57565.88213430745,3702.216865850034
SRR1259402_21_DM,Drosophila_melanogaster,diff_temps_DM,11,Arthropoda,58345.74354343187,5215.5192276233865
SRR1259403_22_DM,Drosophila_melanogaster,diff_temps_DM,14,Arthropoda,12082.755246785971,3286.605853405326
SRR1259407_26_DM,Drosophila_melanogaster,diff_temps_DM,14,Arthropoda,13404.955147036202,3664.3420185691934
SRR1259409_28_DM,Drosophila_melanogaster,diff_temps_DM,14,Arthropoda,11207.961028460675,3899.013226991552
SRR1259410_29_DM,Drosophila_melanogaster,diff_temps_DM,14,Arthropoda,11362.913988751327,3442.172419668499
SRR1259411_30_DM,Drosophila_melanogaster,diff_temps_DM,14,Arthropoda,17316.589024899717,3331.981469772637
SRR1259412_31_DM,Drosophila_melanogaster,diff_temps_DM,14,Arthropoda,17168.748004209192,4188.7971660483245
SRR1259413_32_DM,Drosophila_melanogaster,diff_temps_DM,14,Arthropoda,12843.477471299833,2149.86443576726
SRR1259414_33_DM,Drosophila_melanogaster,diff_temps_DM,14,Arthropoda,12963.725657614796,3451.2522935512943
SRR1259415_34_DM,Drosophila_melanogaster,diff_temps_DM,14,Arthropoda,9433.214829619825,2472.243656211097
SRR1259417_36_DM,Drosophila_melanogaster,diff_temps_DM,12,Arthropoda,25831.963177059322,3744.102460015375
SRR1259420_39_DM,Drosophila_melanogaster,diff_temps_DM,14,Arthropoda,10523.485876353341,4419.508916491721
SRR1259423_42_DM,Drosophila_melanogaster,diff_temps_DM,14,Arthropoda,16609.94049639219,5064.547947286534
SRR1259424_43_DM,Drosophila_melanogaster,diff_temps_DM,14,Arthropoda,16863.234614222616,6757.985213874526
SRR1259425_44_DM,Drosophila_melanogaster,diff_temps_DM,14,Arthropoda,13122.654323093237,3640.730630410503
SRR12689926_11_PA,Panulirus_argus,decapods,3,Arthropoda,94685.07559265304,16729.07728457294
SRR12689927_12_PA,Panulirus_argus,decapods,14,Arthropoda,23289.830457098353,3506.5655968184474
SRR12689928_13_PA,Panulirus_argus,decapods,14,Arthropoda,25518.367896608346,3557.7935832001303
SRR12689929_14_PA,Panulirus_argus,decapods,11,Arthropoda,18747.116623950657,2683.234141663143
SRR12689930_15_PA,Panulirus_argus,decapods,14,Arthropoda,25471.816351065703,8651.141396453053
SRR12689931_16_PA,Panulirus_argus,decapods,14,Arthropoda,23512.36630137168,7869.036239740702
SRR12689932_17_PA,Panulirus_argus,decapods,14,Arthropoda,24994.194155767807,13892.55415333667
SRR12689933_18_PA,Panulirus_argus,decapods,14,Arthropoda,26937.411106807594,1133.7701687162844
SRR12689934_19_PA,Panulirus_argus,decapods,14,Arthropoda,20463.411852843645,2335.738156309905
SRR12689935_20_PA,Panulirus_argus,decapods,14,Arthropoda,22167.926862439686,5764.785027725871
SRR12689936_21_PA,Panulirus_argus,decapods,14,Arthropoda,25595.248198560945,3201.456914271278
SRR12689938_23_PA,Panulirus_argus,decapods,14,Arthropoda,29623.911842464608,2268.6319802026937
SRR12689939_24_PA,Panulirus_argus,decapods,12,Arthropoda,26315.48157967408,3974.3498241001676
SRR12701889_0_AP,Anas_platyrhynchos,AP_deve,12,Chordata,21850.859185648915,17857.83209194105
SRR12701891_2_AP,Anas_platyrhynchos,AP_deve,10,Chordata,32209.70506845544,15788.57164496544
SRR12701892_3_AP,Anas_platyrhynchos,AP_deve,8,Chordata,26484.081935680388,22543.90831353013
SRR12701893_4_AP,Anas_platyrhynchos,AP_deve,11,Chordata,8722.061471948922,14934.237265191776
SRR12701894_5_AP,Anas_platyrhynchos,AP_deve,10,Chordata,28866.678402041038,18322.900670823954
SRR12701895_6_AP,Anas_platyrhynchos,AP_deve,11,Chordata,20435.55884284688,14905.009881652642
SRR12701897_8_AP,Anas_platyrhynchos,AP_deve,11,Chordata,18872.631090701503,18534.1199937386
SRR12701898_9_AP,Anas_platyrhynchos,AP_deve,12,Chordata,11775.893634447755,9379.488293050355
SRR12701899_10_AP,Anas_platyrhynchos,AP_deve,9,Chordata,8119.160222069768,10687.220745752653
SRR12701900_11_AP,Anas_platyrhynchos,AP_deve,8,Chordata,24750.897365601715,25358.093034148435
SRR12755757_0_SG,Saccostrea_glomerata,SG_oyster_random,10,Mollusca,8443.847942073488,7463.22218667053
SRR12755758_1_SG,Saccostrea_glomerata,SG_oyster_random,9,Mollusca,11589.5856179417,10089.587354600384
SRR12755759_2_SG,Saccostrea_glomerata,SG_oyster_random,10,Mollusca,2841.5204976919886,5203.750096689271
SRR12755760_3_SG,Saccostrea_glomerata,SG_oyster_random,10,Mollusca,8620.05323751641,7830.281689595477
SRR12755761_4_SG,Saccostrea_glomerata,SG_oyster_random,11,Mollusca,8785.476064187993,7467.606365979502
SRR12755762_5_SG,Saccostrea_glomerata,SG_oyster_random,10,Mollusca,10903.632944133564,9870.654090092501
SRR12755763_6_SG,Saccostrea_glomerata,SG_oyster_random,9,Mollusca,10773.225830696498,9221.4751427458
SRR12755764_7_SG,Saccostrea_glomerata,SG_oyster_random,8,Mollusca,21151.373531641875,10470.544926835642
SRR12755765_8_SG,Saccostrea_glomerata,SG_oyster_random,9,Mollusca,9810.315616604235,8300.257329640095
SRR12755766_9_SG,Saccostrea_glomerata,SG_oyster_random,11,Mollusca,8027.560890067456,8278.454900588775
SRR1286919_60_GG,Gallus_gallus,GG_generic,24,Chordata,56602.011135924746,65769.50410640461
SRR1287656_61_GG,Gallus_gallus,GG_generic,24,Chordata,53749.55919816058,67058.77313731977
SRR1287708_62_GG,Gallus_gallus,GG_generic,24,Chordata,53963.83355114318,70084.69690906638
SRR1287710_63_GG,Gallus_gallus,GG_generic,24,Chordata,51680.475181800604,72160.16700827976
SRR1287711_64_GG,Gallus_gallus,GG_generic,24,Chordata,52673.57548920567,72725.6093804757
SRR1287713_65_GG,Gallus_gallus,GG_generic,24,Chordata,54771.22117169397,71590.5565681674
SRR1287714_66_GG,Gallus_gallus,GG_generic,24,Chordata,53303.55000742576,74586.67252675339
SRR1287716_67_GG,Gallus_gallus,GG_generic,24,Chordata,52711.626918550755,72752.97997842298
SRR1287717_68_GG,Gallus_gallus,GG_generic,24,Chordata,52347.760426126566,71372.21400448392
SRR1287718_69_GG,Gallus_gallus,GG_generic,24,Chordata,52829.05293841785,70060.93631673117
SRR1287719_70_GG,Gallus_gallus,GG_generic,24,Chordata,53578.52444694758,68784.10374221555
SRR1287720_71_GG,Gallus_gallus,GG_generic,24,Chordata,54084.24882594313,72756.67515256802
SRR1287721_72_GG,Gallus_gallus,GG_generic,24,Chordata,54132.35332711514,70475.56740393446
SRR1287722_73_GG,Gallus_gallus,GG_generic,24,Chordata,53404.74583958279,69999.55837079405
SRR1287723_74_GG,Gallus_gallus,GG_generic,24,Chordata,54094.253602190416,72195.67831378855
SRR1287724_75_GG,Gallus_gallus,GG_generic,24,Chordata,55709.44224628906,73745.27222883515
SRR1287725_76_GG,Gallus_gallus,GG_generic,24,Chordata,53143.37507705554,68456.47771146536
SRR1287726_77_GG,Gallus_gallus,GG_generic,24,Chordata,52192.81003293024,67819.04093548728
SRR1287727_78_GG,Gallus_gallus,GG_generic,24,Chordata,55889.361055157,75387.95317421888
SRR1287729_79_GG,Gallus_gallus,GG_generic,24,Chordata,55986.80305613561,72332.7344055126
SRR13052370_0_SI,Solenopsis_invicta,SI_transc,12,Arthropoda,22832.536862819423,3583.941700556286
SRR13052371_1_SI,Solenopsis_invicta,SI_transc,12,Arthropoda,19388.751346285706,4710.185730392173
SRR13052372_2_SI,Solenopsis_invicta,SI_transc,12,Arthropoda,33910.67109677984,3799.3405992948074
SRR13052373_3_SI,Solenopsis_invicta,SI_transc,12,Arthropoda,33253.118222270285,3927.535652362425
SRR13052374_4_SI,Solenopsis_invicta,SI_transc,12,Arthropoda,28649.05911936069,3809.2189403574425
SRR13052375_5_SI,Solenopsis_invicta,SI_transc,12,Arthropoda,28977.275598880766,4137.643898886979
SRR13052376_6_SI,Solenopsis_invicta,SI_transc,10,Arthropoda,56915.40983897513,3615.392596352599
SRR13052377_7_SI,Solenopsis_invicta,SI_transc,10,Arthropoda,61972.32920714581,3266.7139917533787
SRR13052378_8_SI,Solenopsis_invicta,SI_transc,10,Arthropoda,41636.92355889466,3000.0534795864614
SRR1324788_24_AP,Aptenodytes_patagonicus,popphyl,12,Chordata,30184.320507146804,21190.29020696745
SRR1324789_25_AP,Aptenodytes_patagonicus,popphyl,12,Chordata,22537.585171355902,17482.965600796546
SRR1324790_26_AP,Aptenodytes_patagonicus,popphyl,12,Chordata,26707.547726540208,21784.462870539304
SRR1324791_27_AP,Aptenodytes_patagonicus,popphyl,12,Chordata,33198.21862144047,21324.24363357081
SRR1324792_28_AP,Aptenodytes_patagonicus,popphyl,12,Chordata,24943.264442519554,28023.521614946418
SRR1324793_29_AP,Aptenodytes_patagonicus,popphyl,12,Chordata,23072.131711707563,20952.350298236957
SRR1324794_30_AP,Aptenodytes_patagonicus,popphyl,12,Chordata,25410.088322486234,22228.087256253653
SRR1324795_31_AP,Aptenodytes_patagonicus,popphyl,12,Chordata,23764.34103454388,29316.963242630445
SRR1324796_32_AP,Aptenodytes_patagonicus,popphyl,12,Chordata,29053.393780440852,24835.10349507544
SRR1324797_33_AP,Aptenodytes_patagonicus,popphyl,12,Chordata,34931.89461758799,30516.921909137396
SRR1324810_46_AF,Artemia_franciscana,popphyl,12,Arthropoda,27688.119904982785,12065.302141209615
SRR1324811_47_AF,Artemia_franciscana,popphyl,12,Arthropoda,30762.770416576524,8510.89783045386
SRR1324812_48_AF,Artemia_franciscana,popphyl,12,Arthropoda,24827.42479429247,10608.439241885735
SRR1324813_49_AF,Artemia_franciscana,popphyl,12,Arthropoda,39717.72540882128,10334.150397182291
SRR1324814_50_AF,Artemia_franciscana,popphyl,12,Arthropoda,43032.112136251424,7842.421788543237
SRR1324815_51_AF,Artemia_franciscana,popphyl,12,Arthropoda,34031.880095359316,16351.744282696065
SRR1324816_52_AF,Artemia_franciscana,popphyl,12,Arthropoda,35496.68106507355,7460.2839233376035
SRR1324817_53_AF,Artemia_franciscana,popphyl,12,Arthropoda,39640.484748599454,16083.739562947598
SRR1324818_54_AF,Artemia_franciscana,popphyl,12,Arthropoda,39616.90422449121,12202.620607432415
SRR1324819_55_AF,Artemia_franciscana,popphyl,12,Arthropoda,29366.15563304877,11343.894548379774
SRR1324828_64_CB,Caenorhabditis_brenneri,popphyl,8,Nematoda,42020.70582946669,37050.10089073021
SRR1324829_65_CB,Caenorhabditis_brenneri,popphyl,11,Nematoda,41735.64613826006,35657.788637510326
SRR1324830_66_CB,Caenorhabditis_brenneri,popphyl,10,Nematoda,46413.09481227884,27039.570619215046
SRR1324831_67_CB,Caenorhabditis_brenneri,popphyl,11,Nematoda,41885.13815776548,24837.739699422968
SRR1324832_68_CB,Caenorhabditis_brenneri,popphyl,11,Nematoda,48557.25102104456,9172.276584119498
SRR1324833_69_CB,Caenorhabditis_brenneri,popphyl,9,Nematoda,31523.762180334918,34396.41304886765
SRR1324834_70_CB,Caenorhabditis_brenneri,popphyl,9,Nematoda,37659.73142834893,36783.209487814485
SRR1324835_71_CB,Caenorhabditis_brenneri,popphyl,8,Nematoda,70858.23807216046,20234.536268925283
SRR1324836_72_CB,Caenorhabditis_brenneri,popphyl,11,Nematoda,35664.53099694023,22155.22921304226
SRR1324837_73_CB,Caenorhabditis_brenneri,popphyl,9,Nematoda,37985.07404478427,35951.0541363668
SRR1324853_89_CI,Ciona_intestinalis,popphyl,14,Chordata,43537.69102180181,18255.660755989466
SRR1324854_90_CI,Ciona_intestinalis,popphyl,14,Chordata,39873.40435835573,16418.06097255742
SRR1324855_91_CI,Ciona_intestinalis,popphyl,14,Chordata,37881.32358526043,10302.03231247802
SRR1324856_92_CI,Ciona_intestinalis,popphyl,14,Chordata,46450.71172487721,15464.52883159925
SRR1324857_93_CI,Ciona_intestinalis,popphyl,14,Chordata,40633.27474430907,14480.483661235252
SRR1324858_94_CI,Ciona_intestinalis,popphyl,14,Chordata,30211.526360702977,27455.098477252533
SRR1324859_95_CI,Ciona_intestinalis,popphyl,14,Chordata,22888.019663583786,9920.91248421482
SRR1324860_96_CI,Ciona_intestinalis,popphyl,14,Chordata,29175.077472803947,14546.177646069413
SRR1324861_97_CI,Ciona_intestinalis,popphyl,12,Chordata,11003.064798431402,24373.15909841744
SRR1324862_98_CI,Ciona_intestinalis,popphyl,14,Chordata,33068.94994597716,21139.99779018958
SRR1324863_99_CI,Ciona_intestinalis,popphyl,14,Chordata,15560.006501125128,14535.25658724539
SRR1324864_100_CI,Ciona_intestinalis,popphyl,14,Chordata,36653.90934693399,24169.203987144614
SRR1324865_101_CI,Ciona_intestinalis,popphyl,10,Chordata,38274.35400401336,22730.72091963631
SRR1324866_102_CI,Ciona_intestinalis,popphyl,12,Chordata,24515.752466822905,19148.644355987977
SRR1324867_103_CI,Ciona_intestinalis,popphyl,8,Chordata,24652.830700276183,30300.15213373721
SRR1324868_104_CI,Ciona_intestinalis,popphyl,12,Chordata,37009.61662031883,16792.83954567182
SRR1324869_105_CI,Ciona_intestinalis,popphyl,14,Chordata,9019.88814415866,8133.567940571062
SRR1324870_106_CI,Ciona_intestinalis,popphyl,10,Chordata,25565.290090288538,18796.593899755186
SRR1324871_107_CI,Ciona_intestinalis,popphyl,14,Chordata,10621.436298942219,6721.768892739764
SRR1324872_108_CI,Ciona_intestinalis,popphyl,14,Chordata,11208.35065218293,8212.220256704619
SRR1324885_121_CP,Culex_pipiens,popphyl,7,Arthropoda,42174.72666653407,8277.188765146804
SRR1324886_122_CP,Culex_pipiens,popphyl,7,Arthropoda,39861.20482568719,9089.523912757712
SRR1324887_123_CP,Culex_pipiens,popphyl,7,Arthropoda,24631.7481054165,6114.526645885389
SRR1324888_124_CP,Culex_pipiens,popphyl,7,Arthropoda,40759.03193489558,10583.615802172448
SRR1324889_125_CP,Culex_pipiens,popphyl,7,Arthropoda,40000.88987304623,8364.039281705403
SRR1324890_126_CP,Culex_pipiens,popphyl,7,Arthropoda,45188.66096562698,9867.47380194629
SRR1324891_127_CP,Culex_pipiens,popphyl,7,Arthropoda,39063.424081862606,9240.97761560849
SRR1324892_128_CP,Culex_pipiens,popphyl,7,Arthropoda,35974.412149827745,6797.885346747237
SRR1324893_129_CP,Culex_pipiens,popphyl,7,Arthropoda,39614.4711904085,8281.679837383606
SRR1324894_130_CP,Culex_pipiens,popphyl,5,Arthropoda,40699.73322517393,3231.158427468133
SRR1324911_147_EC,Echinocardium_cordatum,popphyl,13,Echinodermata,40363.0642798583,475.0942121030976
SRR1324912_148_EC,Echinocardium_cordatum,popphyl,13,Echinodermata,32011.950177269213,490.2042509983453
SRR1324913_149_EC,Echinocardium_cordatum,popphyl,14,Echinodermata,29666.28659923479,487.9175636156991
SRR1324914_150_EC,Echinocardium_cordatum,popphyl,13,Echinodermata,40293.2979671936,615.8684255167259
SRR1324915_151_EC,Echinocardium_cordatum,popphyl,12,Echinodermata,34856.93346326881,767.2459537441475
SRR1324916_152_EC,Echinocardium_cordatum,popphyl,13,Echinodermata,50721.83124453903,1252.3491081812529
SRR1324917_153_EC,Echinocardium_cordatum,popphyl,13,Echinodermata,39198.0118161237,633.7126870205518
SRR1324969_205_LG,Lepus_granatensis,popphyl,12,Chordata,18030.09579602057,9446.066063294107
SRR1324970_206_LG,Lepus_granatensis,popphyl,10,Chordata,42044.785264284306,17197.36967507595
SRR1324971_207_LG,Lepus_granatensis,popphyl,12,Chordata,29807.61335667515,12518.23606162787
SRR1324972_208_LG,Lepus_granatensis,popphyl,12,Chordata,47400.56240177749,15797.600030329908
SRR1324973_209_LG,Lepus_granatensis,popphyl,12,Chordata,19243.72821727358,11967.741984691143
SRR1324974_210_LG,Lepus_granatensis,popphyl,10,Chordata,24179.809944641293,16317.254066350324
SRR1324975_211_LG,Lepus_granatensis,popphyl,12,Chordata,23259.191613461684,16116.845492709755
SRR1324976_212_LG,Lepus_granatensis,popphyl,12,Chordata,26416.34873423018,11113.226451357415
SRR1324977_213_LG,Lepus_granatensis,popphyl,12,Chordata,34517.671129074515,13565.96530660556
SRR1324978_214_LG,Lepus_granatensis,popphyl,12,Chordata,33821.752354693934,14891.076933853445
SRR1325017_253_MA,Microtus_arvalis,popphyl,12,Chordata,53487.82856054917,3488.654898228598
SRR1325018_254_MA,Microtus_arvalis,popphyl,12,Chordata,55343.60381039277,2713.158882500419
SRR1325019_255_MA,Microtus_arvalis,popphyl,12,Chordata,55443.89089573357,2588.677297282036
SRR1325020_256_MA,Microtus_arvalis,popphyl,12,Chordata,56840.48489610273,3253.007048347164
SRR1325021_257_MA,Microtus_arvalis,popphyl,12,Chordata,64808.279471666705,2243.4589202526154
SRR1325022_258_MA,Microtus_arvalis,popphyl,12,Chordata,61477.25750466258,2372.4231716757477
SRR1325023_259_MA,Microtus_arvalis,popphyl,12,Chordata,55302.43713028866,1323.4302038691835
SRR1325030_266_MG,Mytilus_galloprovincialis,popphyl,11,Mollusca,26215.67447754908,2120.6783409337163
SRR1325031_267_MG,Mytilus_galloprovincialis,popphyl,11,Mollusca,28078.39827038992,1044.8963137945116
SRR1325032_268_MG,Mytilus_galloprovincialis,popphyl,11,Mollusca,42517.5989588072,1123.7677417906302
SRR1325033_269_MG,Mytilus_galloprovincialis,popphyl,11,Mollusca,30337.27840166249,2148.7908958548423
SRR1325034_270_MG,Mytilus_galloprovincialis,popphyl,11,Mollusca,53670.470366794616,2147.6083687973182
SRR1325035_271_MG,Mytilus_galloprovincialis,popphyl,11,Mollusca,51163.4169134478,2888.7913829162817
SRR1325089_325_PA,Physella_acuta,popphyl,10,Mollusca,34926.34492975756,15590.409402271524
SRR1325090_326_PA,Physella_acuta,popphyl,10,Mollusca,42361.114751596906,6868.925927562332
SRR1325091_327_PA,Physella_acuta,popphyl,7,Mollusca,57037.26106019572,12461.587937840392
SRR1325092_328_PA,Physella_acuta,popphyl,11,Mollusca,24892.483135389037,7672.709163147399
SRR1325093_329_PA,Physella_acuta,popphyl,8,Mollusca,35280.87433658737,7990.115559524693
SRR1325094_330_PA,Physella_acuta,popphyl,8,Mollusca,63966.117848840004,7183.091884550079
SRR1325095_331_PA,Physella_acuta,popphyl,12,Mollusca,16794.50666169629,5543.12163120476
SRR1325096_332_PA,Physella_acuta,popphyl,11,Mollusca,42182.314425902514,14875.00774932269
SRR1325097_333_PA,Physella_acuta,popphyl,10,Mollusca,47426.16586513227,15477.950246374658
SRR1325102_338_RG,Reticulitermes_grassei,popphyl,12,Arthropoda,14428.5761070148,5057.077862173649
SRR1325103_339_RG,Reticulitermes_grassei,popphyl,10,Arthropoda,23904.511116420807,5146.737043465274
SRR1325104_340_RG,Reticulitermes_grassei,popphyl,12,Arthropoda,18120.57939071348,7157.734741972488
SRR1325105_341_RG,Reticulitermes_grassei,popphyl,12,Arthropoda,19924.867476142077,6498.176037633884
SRR1325106_342_RG,Reticulitermes_grassei,popphyl,12,Arthropoda,15914.813119755003,4539.807808225774
SRR1325107_343_RG,Reticulitermes_grassei,popphyl,12,Arthropoda,23580.824641824896,5462.995261307991
SRR1325108_344_RG,Reticulitermes_grassei,popphyl,12,Arthropoda,22791.63530641051,4906.867674024083
SRR1325109_345_RG,Reticulitermes_grassei,popphyl,12,Arthropoda,15769.131386849642,4670.483321148542
SRR1325110_346_RG,Reticulitermes_grassei,popphyl,12,Arthropoda,20529.402848153273,5037.4700067447975
SRR1325113_349_SO,Sepia_officinalis,popphyl,12,Mollusca,64900.58718164291,20357.0417364328
SRR1325114_350_SO,Sepia_officinalis,popphyl,12,Mollusca,60417.205355546204,17272.794079166757
SRR1325115_351_SO,Sepia_officinalis,popphyl,10,Mollusca,57360.93681330583,15630.976507220228
SRR1325116_352_SO,Sepia_officinalis,popphyl,12,Mollusca,56466.281196405784,18252.66480059484
SRR1325117_353_SO,Sepia_officinalis,popphyl,12,Mollusca,51079.042817358,16177.680209898805
SRR1325118_354_SO,Sepia_officinalis,popphyl,12,Mollusca,51979.426341334656,30690.66845245791
SRR1325119_355_SO,Sepia_officinalis,popphyl,12,Mollusca,64977.66611152711,25196.511515118284
SRR1325120_356_SO,Sepia_officinalis,popphyl,12,Mollusca,50773.27190430673,30140.081939734948
SRR1325121_357_SO,Sepia_officinalis,popphyl,12,Mollusca,47303.35271669567,34108.04151926898
SRR13810271_0_AG,Aldrichina_grahami,AG_trasnc,10,Arthropoda,37974.323987630276,2776.03724786821
SRR13810272_1_AG,Aldrichina_grahami,AG_trasnc,9,Arthropoda,84106.90649511934,4510.537625244589
SRR13810273_2_AG,Aldrichina_grahami,AG_trasnc,8,Arthropoda,96480.27402304401,7143.585103235166
SRR13810274_3_AG,Aldrichina_grahami,AG_trasnc,9,Arthropoda,67849.97368320862,4899.9622417728415
SRR13810275_4_AG,Aldrichina_grahami,AG_trasnc,7,Arthropoda,110147.9620127818,9988.18985957272
SRR13810276_5_AG,Aldrichina_grahami,AG_trasnc,8,Arthropoda,105621.22908993548,6994.975158882003
SRR13810277_6_AG,Aldrichina_grahami,AG_trasnc,9,Arthropoda,95943.42972150935,2974.7853322263563
SRR13810278_7_AG,Aldrichina_grahami,AG_trasnc,12,Arthropoda,9173.833971979877,864.1391456853775
SRR13810279_8_AG,Aldrichina_grahami,AG_trasnc,9,Arthropoda,64670.569649575205,2216.8011566013606
SRR13810280_9_AG,Aldrichina_grahami,AG_trasnc,9,Arthropoda,76951.99572295898,3764.069492147021
SRR13810281_10_AG,Aldrichina_grahami,AG_trasnc,7,Arthropoda,89633.86276246491,3429.369276638093
SRR13810282_11_AG,Aldrichina_grahami,AG_trasnc,9,Arthropoda,83610.89548455313,2688.5466286611168
SRR13810284_13_AG,Aldrichina_grahami,AG_trasnc,8,Arthropoda,103689.71990562815,6401.055210451484
SRR13810285_14_AG,Aldrichina_grahami,AG_trasnc,11,Arthropoda,1020.855340519044,1780.3944923090958
SRR13810286_15_AG,Aldrichina_grahami,AG_trasnc,9,Arthropoda,73017.52221032046,1734.9578007580749
SRR13810287_16_AG,Aldrichina_grahami,AG_trasnc,7,Arthropoda,79772.85825911179,5600.642221153363
SRR13810289_18_AG,Aldrichina_grahami,AG_trasnc,8,Arthropoda,72949.50371332026,2778.4011719083683
SRR13810290_19_AG,Aldrichina_grahami,AG_trasnc,7,Arthropoda,44735.07925884737,4194.811501987599
SRR13810291_20_AG,Aldrichina_grahami,AG_trasnc,9,Arthropoda,72961.15691058773,4735.536975658483
SRR13810292_21_AG,Aldrichina_grahami,AG_trasnc,8,Arthropoda,81593.29637911645,4587.950674105104
SRR13810293_22_AG,Aldrichina_grahami,AG_trasnc,7,Arthropoda,98603.90607652324,9919.57491933019
SRR13810294_23_AG,Aldrichina_grahami,AG_trasnc,9,Arthropoda,56328.31697010453,4597.515132809985
SRR13810295_24_AG,Aldrichina_grahami,AG_trasnc,8,Arthropoda,85845.27080182743,5562.063792031188
SRR13810297_26_AG,Aldrichina_grahami,AG_trasnc,8,Arthropoda,90009.63514077739,4660.416484345363
SRR13810298_27_AG,Aldrichina_grahami,AG_trasnc,8,Arthropoda,92522.8811401985,6098.760792256415
SRR13810299_28_AG,Aldrichina_grahami,AG_trasnc,9,Arthropoda,84892.55391212594,3638.090121845047
SRR13810301_30_AG,Aldrichina_grahami,AG_trasnc,8,Arthropoda,92543.48798274486,5978.856222515913
SRR13810302_31_AG,Aldrichina_grahami,AG_trasnc,7,Arthropoda,97658.85833765194,9353.641571738135
SRR13810303_32_AG,Aldrichina_grahami,AG_trasnc,7,Arthropoda,105147.79116913208,7409.718283433899
SRR15082126_0_TC,Tribolium_castaneum,TC_transcriptome,10,Arthropoda,11948.288834224732,3063.2540991553637
SRR15082127_1_TC,Tribolium_castaneum,TC_transcriptome,10,Arthropoda,11745.180372150078,3000.3282966394863
SRR15082128_2_TC,Tribolium_castaneum,TC_transcriptome,10,Arthropoda,10391.786143693003,2873.691836245238
SRR15082129_3_TC,Tribolium_castaneum,TC_transcriptome,10,Arthropoda,10370.850392718685,3067.3118644308774
SRR15082130_4_TC,Tribolium_castaneum,TC_transcriptome,10,Arthropoda,10911.928641949731,3194.90452393328
SRR15082131_5_TC,Tribolium_castaneum,TC_transcriptome,10,Arthropoda,10285.240802602617,3218.878005428903
SRR15334172_0_DK,Dendrolimus_kikuchii,DK_transc,7,Arthropoda,50581.00685867422,817.4137820135919
SRR15334173_1_DK,Dendrolimus_kikuchii,DK_transc,5,Arthropoda,75341.64146063912,1367.0241463461405
SRR15334174_2_DK,Dendrolimus_kikuchii,DK_transc,6,Arthropoda,74313.15106837942,653.5293088662854
SRR15334175_3_DK,Dendrolimus_kikuchii,DK_transc,8,Arthropoda,38791.16175336818,379.60730233946936
SRR15334176_4_DK,Dendrolimus_kikuchii,DK_transc,6,Arthropoda,48535.42920363505,732.9935814711623
